Vardas              Pavarde             Galutinis balas     
Vardas9002          Pavarde9002         7.08                
Vardas90020         Pavarde90020        7.08                
Vardas90021         Pavarde90021        7.68                
Vardas90022         Pavarde90022        7.28                
Vardas90024         Pavarde90024        5.76                
Vardas90030         Pavarde90030        5.84                
Vardas90033         Pavarde90033        7.04                
Vardas90035         Pavarde90035        6.04                
Vardas90036         Pavarde90036        5.32                
Vardas90037         Pavarde90037        7.88                
Vardas90038         Pavarde90038        6.24                
Vardas90039         Pavarde90039        5.4                 
Vardas9004          Pavarde9004         5.32                
Vardas90042         Pavarde90042        5.52                
Vardas90044         Pavarde90044        6                   
Vardas90047         Pavarde90047        5.44                
Vardas90049         Pavarde90049        5.64                
Vardas9005          Pavarde9005         5.28                
Vardas90054         Pavarde90054        5.72                
Vardas90058         Pavarde90058        7.72                
Vardas90060         Pavarde90060        5.4                 
Vardas90061         Pavarde90061        5.88                
Vardas90064         Pavarde90064        5                   
Vardas90069         Pavarde90069        6                   
Vardas9007          Pavarde9007         5.24                
Vardas90071         Pavarde90071        5.32                
Vardas90074         Pavarde90074        7.16                
Vardas90076         Pavarde90076        8.32                
Vardas90077         Pavarde90077        5.44                
Vardas90079         Pavarde90079        7.16                
Vardas90080         Pavarde90080        7.52                
Vardas90081         Pavarde90081        7.4                 
Vardas90082         Pavarde90082        5.08                
Vardas90083         Pavarde90083        6.88                
Vardas90084         Pavarde90084        6.04                
Vardas90086         Pavarde90086        5.68                
Vardas90087         Pavarde90087        6.8                 
Vardas90090         Pavarde90090        7.36                
Vardas90092         Pavarde90092        7.4                 
Vardas90094         Pavarde90094        8.28                
Vardas90099         Pavarde90099        8.2                 
Vardas901           Pavarde901          8.48                
Vardas90100         Pavarde90100        7.96                
Vardas90101         Pavarde90101        7.04                
Vardas90102         Pavarde90102        5.44                
Vardas90104         Pavarde90104        7.08                
Vardas90105         Pavarde90105        6.32                
Vardas90106         Pavarde90106        6.84                
Vardas90107         Pavarde90107        6.32                
Vardas90108         Pavarde90108        5.08                
Vardas9011          Pavarde9011         8.2                 
Vardas90110         Pavarde90110        8                   
Vardas90112         Pavarde90112        7.36                
Vardas90114         Pavarde90114        6.6                 
Vardas90115         Pavarde90115        6.56                
Vardas90118         Pavarde90118        5.32                
Vardas90119         Pavarde90119        7.76                
Vardas9012          Pavarde9012         7.88                
Vardas90120         Pavarde90120        6.24                
Vardas90130         Pavarde90130        5.04                
Vardas90132         Pavarde90132        5.76                
Vardas90133         Pavarde90133        6.6                 
Vardas90134         Pavarde90134        5.84                
Vardas90136         Pavarde90136        6.68                
Vardas90137         Pavarde90137        5.96                
Vardas90140         Pavarde90140        5.08                
Vardas90142         Pavarde90142        5.96                
Vardas90144         Pavarde90144        5.88                
Vardas90145         Pavarde90145        5.8                 
Vardas9015          Pavarde9015         5.96                
Vardas90153         Pavarde90153        5.04                
Vardas90157         Pavarde90157        5.08                
Vardas90158         Pavarde90158        5.96                
Vardas9016          Pavarde9016         6.8                 
Vardas90160         Pavarde90160        7.8                 
Vardas90161         Pavarde90161        6.2                 
Vardas90163         Pavarde90163        7.92                
Vardas90164         Pavarde90164        8.08                
Vardas90165         Pavarde90165        7.12                
Vardas90167         Pavarde90167        7.64                
Vardas90170         Pavarde90170        7.72                
Vardas90171         Pavarde90171        6.12                
Vardas90172         Pavarde90172        6.16                
Vardas90173         Pavarde90173        7.96                
Vardas90175         Pavarde90175        6.56                
Vardas90176         Pavarde90176        7.64                
Vardas90177         Pavarde90177        5.52                
Vardas90184         Pavarde90184        6                   
Vardas90185         Pavarde90185        7.72                
Vardas90187         Pavarde90187        5.92                
Vardas90188         Pavarde90188        7.56                
Vardas90189         Pavarde90189        5.56                
Vardas90191         Pavarde90191        7.16                
Vardas90193         Pavarde90193        5.12                
Vardas90196         Pavarde90196        8.68                
Vardas90199         Pavarde90199        7.36                
Vardas902           Pavarde902          8.88                
Vardas90201         Pavarde90201        6.84                
Vardas90202         Pavarde90202        6.72                
Vardas90205         Pavarde90205        7.6                 
Vardas90206         Pavarde90206        5.76                
Vardas90207         Pavarde90207        5.12                
Vardas90208         Pavarde90208        5.28                
Vardas9021          Pavarde9021         6.96                
Vardas90210         Pavarde90210        5.52                
Vardas90211         Pavarde90211        7.72                
Vardas90212         Pavarde90212        6.52                
Vardas90214         Pavarde90214        7.68                
Vardas90215         Pavarde90215        7.32                
Vardas90217         Pavarde90217        7.4                 
Vardas90218         Pavarde90218        6.32                
Vardas90224         Pavarde90224        7.92                
Vardas90226         Pavarde90226        5.08                
Vardas90229         Pavarde90229        7.44                
Vardas90231         Pavarde90231        6.8                 
Vardas90232         Pavarde90232        5.84                
Vardas90235         Pavarde90235        6.52                
Vardas9024          Pavarde9024         5.72                
Vardas90241         Pavarde90241        5.64                
Vardas90242         Pavarde90242        7.68                
Vardas90243         Pavarde90243        5.12                
Vardas90247         Pavarde90247        7.68                
Vardas90248         Pavarde90248        6.96                
Vardas9025          Pavarde9025         7.52                
Vardas90253         Pavarde90253        5.52                
Vardas90255         Pavarde90255        6.08                
Vardas90256         Pavarde90256        6.84                
Vardas90261         Pavarde90261        6.4                 
Vardas90263         Pavarde90263        7.96                
Vardas90265         Pavarde90265        5.08                
Vardas9027          Pavarde9027         6.04                
Vardas90271         Pavarde90271        6.32                
Vardas90279         Pavarde90279        7                   
Vardas9028          Pavarde9028         7.24                
Vardas90280         Pavarde90280        6.2                 
Vardas90281         Pavarde90281        6.56                
Vardas90283         Pavarde90283        6.92                
Vardas90286         Pavarde90286        5.84                
Vardas90287         Pavarde90287        7.32                
Vardas90288         Pavarde90288        5.12                
Vardas90290         Pavarde90290        6                   
Vardas90292         Pavarde90292        7.24                
Vardas90294         Pavarde90294        5                   
Vardas90298         Pavarde90298        5.36                
Vardas90299         Pavarde90299        6.92                
Vardas903           Pavarde903          5.8                 
Vardas90303         Pavarde90303        5.24                
Vardas90306         Pavarde90306        7.12                
Vardas90307         Pavarde90307        7.44                
Vardas90308         Pavarde90308        5.32                
Vardas90309         Pavarde90309        6.24                
Vardas90310         Pavarde90310        6.8                 
Vardas90311         Pavarde90311        5.96                
Vardas90313         Pavarde90313        6.16                
Vardas90315         Pavarde90315        8.4                 
Vardas90316         Pavarde90316        7.36                
Vardas90317         Pavarde90317        6                   
Vardas90318         Pavarde90318        5.32                
Vardas90319         Pavarde90319        5.24                
Vardas9032          Pavarde9032         5.2                 
Vardas90325         Pavarde90325        5.36                
Vardas90326         Pavarde90326        7.24                
Vardas90327         Pavarde90327        6.68                
Vardas90328         Pavarde90328        5.28                
Vardas90329         Pavarde90329        5                   
Vardas9033          Pavarde9033         7.4                 
Vardas90334         Pavarde90334        7.08                
Vardas90337         Pavarde90337        7.92                
Vardas90338         Pavarde90338        6.28                
Vardas90340         Pavarde90340        6.2                 
Vardas90342         Pavarde90342        5.96                
Vardas90343         Pavarde90343        5.16                
Vardas90344         Pavarde90344        7.56                
Vardas90348         Pavarde90348        6.92                
Vardas9035          Pavarde9035         5.32                
Vardas90350         Pavarde90350        6.56                
Vardas90351         Pavarde90351        6.4                 
Vardas90353         Pavarde90353        8                   
Vardas90354         Pavarde90354        6.6                 
Vardas90355         Pavarde90355        6.2                 
Vardas90356         Pavarde90356        7.32                
Vardas90358         Pavarde90358        5.04                
Vardas9036          Pavarde9036         5.84                
Vardas90360         Pavarde90360        7.84                
Vardas90363         Pavarde90363        7.64                
Vardas90367         Pavarde90367        7.16                
Vardas9037          Pavarde9037         6.36                
Vardas90370         Pavarde90370        6.88                
Vardas90373         Pavarde90373        6.48                
Vardas90375         Pavarde90375        6.8                 
Vardas90376         Pavarde90376        6.2                 
Vardas90381         Pavarde90381        8                   
Vardas90383         Pavarde90383        6                   
Vardas90388         Pavarde90388        7.96                
Vardas9039          Pavarde9039         6.36                
Vardas90392         Pavarde90392        7.72                
Vardas90393         Pavarde90393        7.72                
Vardas90394         Pavarde90394        8.44                
Vardas90395         Pavarde90395        8.28                
Vardas90396         Pavarde90396        8.12                
Vardas90397         Pavarde90397        6.96                
Vardas90398         Pavarde90398        5.88                
Vardas9040          Pavarde9040         5.2                 
Vardas90400         Pavarde90400        6.84                
Vardas90402         Pavarde90402        8.04                
Vardas90405         Pavarde90405        6.28                
Vardas90406         Pavarde90406        8.84                
Vardas90408         Pavarde90408        7.64                
Vardas90409         Pavarde90409        5.44                
Vardas90410         Pavarde90410        7.44                
Vardas90411         Pavarde90411        6.08                
Vardas90414         Pavarde90414        5.96                
Vardas90416         Pavarde90416        8.16                
Vardas90420         Pavarde90420        5.64                
Vardas90422         Pavarde90422        7.64                
Vardas90423         Pavarde90423        8.12                
Vardas90427         Pavarde90427        7.16                
Vardas90429         Pavarde90429        7.44                
Vardas90431         Pavarde90431        6.84                
Vardas90434         Pavarde90434        5.56                
Vardas90436         Pavarde90436        6.48                
Vardas90437         Pavarde90437        8.04                
Vardas90438         Pavarde90438        8.4                 
Vardas90439         Pavarde90439        6.4                 
Vardas90440         Pavarde90440        6.64                
Vardas90441         Pavarde90441        6.2                 
Vardas90442         Pavarde90442        5.52                
Vardas90445         Pavarde90445        6.08                
Vardas90447         Pavarde90447        5.6                 
Vardas90448         Pavarde90448        6.32                
Vardas90449         Pavarde90449        6.88                
Vardas9045          Pavarde9045         6.2                 
Vardas90450         Pavarde90450        7.4                 
Vardas90451         Pavarde90451        7.64                
Vardas90452         Pavarde90452        6.2                 
Vardas90454         Pavarde90454        8.08                
Vardas90456         Pavarde90456        6.36                
Vardas90458         Pavarde90458        6.52                
Vardas90459         Pavarde90459        5.24                
Vardas9046          Pavarde9046         7.76                
Vardas90464         Pavarde90464        6.92                
Vardas90465         Pavarde90465        6.08                
Vardas9047          Pavarde9047         8.04                
Vardas90473         Pavarde90473        5.76                
Vardas90474         Pavarde90474        5.36                
Vardas90477         Pavarde90477        6.16                
Vardas90478         Pavarde90478        5.76                
Vardas90479         Pavarde90479        7.44                
Vardas90480         Pavarde90480        6.52                
Vardas90481         Pavarde90481        5.24                
Vardas90483         Pavarde90483        6.72                
Vardas90487         Pavarde90487        6.92                
Vardas90489         Pavarde90489        7.28                
Vardas9049          Pavarde9049         5.72                
Vardas90490         Pavarde90490        5.44                
Vardas90491         Pavarde90491        6                   
Vardas90492         Pavarde90492        7.56                
Vardas90494         Pavarde90494        7.68                
Vardas90495         Pavarde90495        6.88                
Vardas90497         Pavarde90497        8.84                
Vardas90499         Pavarde90499        6.88                
Vardas905           Pavarde905          7                   
Vardas90502         Pavarde90502        8.36                
Vardas90503         Pavarde90503        5.52                
Vardas90504         Pavarde90504        5.28                
Vardas90507         Pavarde90507        6.52                
Vardas90508         Pavarde90508        7.12                
Vardas90509         Pavarde90509        7.28                
Vardas9051          Pavarde9051         6.92                
Vardas90510         Pavarde90510        5.6                 
Vardas90511         Pavarde90511        6                   
Vardas90512         Pavarde90512        6.32                
Vardas90515         Pavarde90515        6.16                
Vardas90517         Pavarde90517        6.28                
Vardas9052          Pavarde9052         6.32                
Vardas90520         Pavarde90520        5.16                
Vardas90521         Pavarde90521        8.12                
Vardas90526         Pavarde90526        8.44                
Vardas90527         Pavarde90527        6.36                
Vardas90528         Pavarde90528        5.4                 
Vardas90530         Pavarde90530        7.84                
Vardas90533         Pavarde90533        6.72                
Vardas90535         Pavarde90535        5.84                
Vardas90538         Pavarde90538        7.28                
Vardas90539         Pavarde90539        6.48                
Vardas9054          Pavarde9054         6.8                 
Vardas90541         Pavarde90541        6.44                
Vardas90543         Pavarde90543        5.72                
Vardas90544         Pavarde90544        6.76                
Vardas90545         Pavarde90545        6                   
Vardas90552         Pavarde90552        5.16                
Vardas90553         Pavarde90553        5.24                
Vardas90554         Pavarde90554        5.44                
Vardas90555         Pavarde90555        5.52                
Vardas90556         Pavarde90556        7.12                
Vardas9056          Pavarde9056         6.48                
Vardas90561         Pavarde90561        5.48                
Vardas90562         Pavarde90562        7.32                
Vardas90568         Pavarde90568        6                   
Vardas90569         Pavarde90569        5.52                
Vardas90570         Pavarde90570        6.36                
Vardas90572         Pavarde90572        6.08                
Vardas90573         Pavarde90573        7.44                
Vardas90578         Pavarde90578        7.24                
Vardas90579         Pavarde90579        6.24                
Vardas9058          Pavarde9058         5.2                 
Vardas90583         Pavarde90583        6.76                
Vardas90585         Pavarde90585        5.2                 
Vardas90587         Pavarde90587        5.92                
Vardas90590         Pavarde90590        7.44                
Vardas90592         Pavarde90592        5.2                 
Vardas90593         Pavarde90593        5.48                
Vardas90595         Pavarde90595        6                   
Vardas90596         Pavarde90596        6.76                
Vardas90597         Pavarde90597        8.36                
Vardas90599         Pavarde90599        5.48                
Vardas9060          Pavarde9060         7.92                
Vardas90600         Pavarde90600        6.8                 
Vardas90602         Pavarde90602        5.12                
Vardas90605         Pavarde90605        5.32                
Vardas90606         Pavarde90606        6.84                
Vardas90607         Pavarde90607        6.56                
Vardas9061          Pavarde9061         5.24                
Vardas90610         Pavarde90610        8.32                
Vardas90612         Pavarde90612        5.04                
Vardas90614         Pavarde90614        5.08                
Vardas90617         Pavarde90617        5.64                
Vardas90618         Pavarde90618        5.92                
Vardas90619         Pavarde90619        6.08                
Vardas90621         Pavarde90621        5.68                
Vardas90622         Pavarde90622        5.44                
Vardas9063          Pavarde9063         5.72                
Vardas90630         Pavarde90630        7.32                
Vardas90631         Pavarde90631        6.64                
Vardas90635         Pavarde90635        7.84                
Vardas90638         Pavarde90638        7.28                
Vardas9064          Pavarde9064         5.92                
Vardas90640         Pavarde90640        7.72                
Vardas90641         Pavarde90641        5.48                
Vardas90643         Pavarde90643        7.04                
Vardas90648         Pavarde90648        5.84                
Vardas90649         Pavarde90649        5.28                
Vardas90650         Pavarde90650        6.72                
Vardas90654         Pavarde90654        5                   
Vardas90655         Pavarde90655        6.24                
Vardas90657         Pavarde90657        5.52                
Vardas90658         Pavarde90658        5.76                
Vardas9066          Pavarde9066         5.24                
Vardas90660         Pavarde90660        6.48                
Vardas90661         Pavarde90661        6.32                
Vardas90663         Pavarde90663        5.4                 
Vardas90664         Pavarde90664        7.96                
Vardas90665         Pavarde90665        5                   
Vardas90669         Pavarde90669        5.44                
Vardas90674         Pavarde90674        7.68                
Vardas90679         Pavarde90679        6.12                
Vardas90682         Pavarde90682        6.28                
Vardas90683         Pavarde90683        7.2                 
Vardas90687         Pavarde90687        5.64                
Vardas90688         Pavarde90688        8                   
Vardas9069          Pavarde9069         8.2                 
Vardas90691         Pavarde90691        7.24                
Vardas90693         Pavarde90693        8.12                
Vardas90694         Pavarde90694        6.08                
Vardas90698         Pavarde90698        7.76                
Vardas907           Pavarde907          6.24                
Vardas90700         Pavarde90700        6.56                
Vardas90701         Pavarde90701        6.16                
Vardas90703         Pavarde90703        5.48                
Vardas90705         Pavarde90705        6.56                
Vardas90707         Pavarde90707        5.88                
Vardas90709         Pavarde90709        6.2                 
Vardas9071          Pavarde9071         5.12                
Vardas90710         Pavarde90710        6.56                
Vardas90711         Pavarde90711        7.68                
Vardas90713         Pavarde90713        5.44                
Vardas90714         Pavarde90714        6.44                
Vardas90716         Pavarde90716        6.36                
Vardas9072          Pavarde9072         5.16                
Vardas90721         Pavarde90721        5.08                
Vardas90724         Pavarde90724        5.8                 
Vardas90725         Pavarde90725        5.8                 
Vardas90726         Pavarde90726        8.04                
Vardas90728         Pavarde90728        6.24                
Vardas9073          Pavarde9073         6.4                 
Vardas90733         Pavarde90733        6.12                
Vardas90735         Pavarde90735        5.8                 
Vardas90738         Pavarde90738        6.96                
Vardas90739         Pavarde90739        5                   
Vardas9074          Pavarde9074         6.08                
Vardas90745         Pavarde90745        8.64                
Vardas90746         Pavarde90746        6.8                 
Vardas90747         Pavarde90747        5.64                
Vardas90748         Pavarde90748        6.96                
Vardas90749         Pavarde90749        5.28                
Vardas9075          Pavarde9075         7.6                 
Vardas90755         Pavarde90755        7.88                
Vardas90758         Pavarde90758        7.32                
Vardas90759         Pavarde90759        5.76                
Vardas9076          Pavarde9076         6.68                
Vardas90766         Pavarde90766        6.64                
Vardas90767         Pavarde90767        8.04                
Vardas90768         Pavarde90768        5.08                
Vardas90773         Pavarde90773        6.04                
Vardas90774         Pavarde90774        5.04                
Vardas90775         Pavarde90775        6.08                
Vardas90776         Pavarde90776        5.32                
Vardas90777         Pavarde90777        5.72                
Vardas90784         Pavarde90784        7.96                
Vardas90789         Pavarde90789        5.2                 
Vardas90791         Pavarde90791        6.8                 
Vardas90792         Pavarde90792        5.24                
Vardas90793         Pavarde90793        7.52                
Vardas90795         Pavarde90795        6.72                
Vardas90796         Pavarde90796        7.36                
Vardas90797         Pavarde90797        6.92                
Vardas90798         Pavarde90798        7.68                
Vardas90799         Pavarde90799        6.4                 
Vardas908           Pavarde908          5.12                
Vardas9080          Pavarde9080         7.56                
Vardas90800         Pavarde90800        8.16                
Vardas90801         Pavarde90801        5.28                
Vardas90802         Pavarde90802        7.04                
Vardas90803         Pavarde90803        7                   
Vardas90804         Pavarde90804        7.44                
Vardas90805         Pavarde90805        7.24                
Vardas90807         Pavarde90807        5.04                
Vardas90808         Pavarde90808        5.6                 
Vardas90811         Pavarde90811        6.12                
Vardas90812         Pavarde90812        5.76                
Vardas90813         Pavarde90813        7.12                
Vardas90814         Pavarde90814        5.92                
Vardas90823         Pavarde90823        7.12                
Vardas90825         Pavarde90825        6.32                
Vardas90827         Pavarde90827        5.96                
Vardas90828         Pavarde90828        5.88                
Vardas9083          Pavarde9083         7.16                
Vardas90833         Pavarde90833        6.28                
Vardas90834         Pavarde90834        7.56                
Vardas90837         Pavarde90837        5.72                
Vardas90838         Pavarde90838        6.68                
Vardas9084          Pavarde9084         8.68                
Vardas90841         Pavarde90841        6.6                 
Vardas90846         Pavarde90846        5.96                
Vardas90848         Pavarde90848        7.12                
Vardas90850         Pavarde90850        5.28                
Vardas90853         Pavarde90853        5.2                 
Vardas90855         Pavarde90855        7                   
Vardas90856         Pavarde90856        5.32                
Vardas90857         Pavarde90857        7.48                
Vardas90860         Pavarde90860        6                   
Vardas90862         Pavarde90862        7.48                
Vardas90863         Pavarde90863        8.36                
Vardas90864         Pavarde90864        6.64                
Vardas90867         Pavarde90867        5.04                
Vardas90868         Pavarde90868        7.4                 
Vardas9087          Pavarde9087         8.28                
Vardas90872         Pavarde90872        7.48                
Vardas90873         Pavarde90873        5.16                
Vardas90874         Pavarde90874        5.08                
Vardas90876         Pavarde90876        7.64                
Vardas90880         Pavarde90880        6.32                
Vardas90881         Pavarde90881        7.72                
Vardas90882         Pavarde90882        6.04                
Vardas90886         Pavarde90886        6.28                
Vardas90887         Pavarde90887        6.04                
Vardas90888         Pavarde90888        5.64                
Vardas90889         Pavarde90889        7.56                
Vardas9089          Pavarde9089         6.48                
Vardas90891         Pavarde90891        5.68                
Vardas90893         Pavarde90893        5.8                 
Vardas90895         Pavarde90895        5.4                 
Vardas90898         Pavarde90898        6.32                
Vardas909           Pavarde909          5.72                
Vardas9090          Pavarde9090         7.16                
Vardas90900         Pavarde90900        6.04                
Vardas90901         Pavarde90901        8.6                 
Vardas90902         Pavarde90902        6.84                
Vardas90903         Pavarde90903        5.76                
Vardas90904         Pavarde90904        8.6                 
Vardas90906         Pavarde90906        5.68                
Vardas90908         Pavarde90908        7.68                
Vardas9091          Pavarde9091         5.6                 
Vardas90912         Pavarde90912        6.04                
Vardas90913         Pavarde90913        6.04                
Vardas90914         Pavarde90914        7.68                
Vardas90915         Pavarde90915        5.68                
Vardas90916         Pavarde90916        6.52                
Vardas90918         Pavarde90918        5.08                
Vardas90919         Pavarde90919        6.64                
Vardas90920         Pavarde90920        7.84                
Vardas90921         Pavarde90921        7.48                
Vardas90924         Pavarde90924        8.36                
Vardas90926         Pavarde90926        7.96                
Vardas90928         Pavarde90928        5.72                
Vardas90933         Pavarde90933        5.76                
Vardas90935         Pavarde90935        6.92                
Vardas90936         Pavarde90936        7.24                
Vardas90938         Pavarde90938        5.96                
Vardas90942         Pavarde90942        7.72                
Vardas90944         Pavarde90944        6.48                
Vardas90945         Pavarde90945        6.48                
Vardas90946         Pavarde90946        5.56                
Vardas90948         Pavarde90948        5.4                 
Vardas9095          Pavarde9095         5.96                
Vardas90951         Pavarde90951        7.56                
Vardas90952         Pavarde90952        7.44                
Vardas90953         Pavarde90953        7.6                 
Vardas90954         Pavarde90954        6.2                 
Vardas90955         Pavarde90955        7.24                
Vardas90957         Pavarde90957        6.16                
Vardas90958         Pavarde90958        7.4                 
Vardas9096          Pavarde9096         6.92                
Vardas90960         Pavarde90960        7.12                
Vardas90964         Pavarde90964        5.84                
Vardas90965         Pavarde90965        5.56                
Vardas90967         Pavarde90967        7.44                
Vardas9097          Pavarde9097         7.36                
Vardas90970         Pavarde90970        6.92                
Vardas90971         Pavarde90971        6.48                
Vardas90972         Pavarde90972        5.36                
Vardas90974         Pavarde90974        5                   
Vardas90979         Pavarde90979        5.4                 
Vardas90980         Pavarde90980        6.36                
Vardas90984         Pavarde90984        5.56                
Vardas90985         Pavarde90985        6.24                
Vardas90987         Pavarde90987        8.44                
Vardas90988         Pavarde90988        5.48                
Vardas9099          Pavarde9099         5.76                
Vardas90990         Pavarde90990        7                   
Vardas90991         Pavarde90991        8.4                 
Vardas90992         Pavarde90992        5.28                
Vardas90993         Pavarde90993        6.8                 
Vardas90995         Pavarde90995        6.64                
Vardas90999         Pavarde90999        6.52                
Vardas910           Pavarde910          6.32                
Vardas9100          Pavarde9100         7.88                
Vardas91001         Pavarde91001        5.36                
Vardas91004         Pavarde91004        5.28                
Vardas91006         Pavarde91006        6.68                
Vardas91010         Pavarde91010        7.44                
Vardas91013         Pavarde91013        7.88                
Vardas91015         Pavarde91015        7.8                 
Vardas91017         Pavarde91017        5.2                 
Vardas91018         Pavarde91018        6.04                
Vardas91019         Pavarde91019        7.6                 
Vardas91021         Pavarde91021        7.04                
Vardas91022         Pavarde91022        6.56                
Vardas91024         Pavarde91024        6.24                
Vardas91026         Pavarde91026        6.52                
Vardas91028         Pavarde91028        5.68                
Vardas91029         Pavarde91029        7.84                
Vardas9103          Pavarde9103         7.52                
Vardas91030         Pavarde91030        5                   
Vardas91031         Pavarde91031        6.24                
Vardas91033         Pavarde91033        7.56                
Vardas91034         Pavarde91034        5.68                
Vardas91035         Pavarde91035        8.2                 
Vardas91038         Pavarde91038        5.36                
Vardas91040         Pavarde91040        8.96                
Vardas91042         Pavarde91042        6                   
Vardas91043         Pavarde91043        6.4                 
Vardas91044         Pavarde91044        7.12                
Vardas91046         Pavarde91046        7.32                
Vardas91048         Pavarde91048        5.72                
Vardas91049         Pavarde91049        6.4                 
Vardas91050         Pavarde91050        5.04                
Vardas91052         Pavarde91052        6.68                
Vardas91054         Pavarde91054        7.64                
Vardas91055         Pavarde91055        6.52                
Vardas91058         Pavarde91058        6.16                
Vardas91062         Pavarde91062        8.92                
Vardas91064         Pavarde91064        6.04                
Vardas91068         Pavarde91068        8.2                 
Vardas91069         Pavarde91069        6.48                
Vardas91072         Pavarde91072        6.12                
Vardas91073         Pavarde91073        7.2                 
Vardas91077         Pavarde91077        5.64                
Vardas91079         Pavarde91079        8.12                
Vardas91081         Pavarde91081        5.52                
Vardas91085         Pavarde91085        6.68                
Vardas91086         Pavarde91086        7.52                
Vardas91088         Pavarde91088        7.92                
Vardas91089         Pavarde91089        5.76                
Vardas9109          Pavarde9109         6.2                 
Vardas91090         Pavarde91090        6.24                
Vardas91091         Pavarde91091        5.28                
Vardas91094         Pavarde91094        5.04                
Vardas91095         Pavarde91095        6.68                
Vardas91097         Pavarde91097        6.4                 
Vardas91098         Pavarde91098        5.48                
Vardas911           Pavarde911          5.2                 
Vardas91101         Pavarde91101        7.24                
Vardas91102         Pavarde91102        8.36                
Vardas91105         Pavarde91105        6.72                
Vardas91108         Pavarde91108        7.68                
Vardas9111          Pavarde9111         5.04                
Vardas91113         Pavarde91113        7.4                 
Vardas91114         Pavarde91114        7.12                
Vardas91116         Pavarde91116        8.08                
Vardas91121         Pavarde91121        5.76                
Vardas91125         Pavarde91125        5.68                
Vardas91127         Pavarde91127        5.36                
Vardas91129         Pavarde91129        7.12                
Vardas91138         Pavarde91138        7.52                
Vardas91139         Pavarde91139        7.44                
Vardas91140         Pavarde91140        5.44                
Vardas91141         Pavarde91141        5.84                
Vardas91142         Pavarde91142        6.92                
Vardas91143         Pavarde91143        8.36                
Vardas91145         Pavarde91145        7.36                
Vardas9115          Pavarde9115         7.64                
Vardas91150         Pavarde91150        6.44                
Vardas91151         Pavarde91151        5.6                 
Vardas91155         Pavarde91155        5.48                
Vardas91156         Pavarde91156        7.32                
Vardas91158         Pavarde91158        7.96                
Vardas91161         Pavarde91161        7.48                
Vardas91165         Pavarde91165        7.64                
Vardas91167         Pavarde91167        6.32                
Vardas91168         Pavarde91168        5.92                
Vardas91169         Pavarde91169        7.56                
Vardas9117          Pavarde9117         6.96                
Vardas91170         Pavarde91170        7                   
Vardas91171         Pavarde91171        6                   
Vardas91173         Pavarde91173        7.6                 
Vardas91174         Pavarde91174        7.04                
Vardas91175         Pavarde91175        7.08                
Vardas91176         Pavarde91176        5.76                
Vardas91181         Pavarde91181        5.64                
Vardas91182         Pavarde91182        5.24                
Vardas91183         Pavarde91183        8.36                
Vardas91185         Pavarde91185        6.44                
Vardas91186         Pavarde91186        7.64                
Vardas91187         Pavarde91187        7                   
Vardas91189         Pavarde91189        6.92                
Vardas9119          Pavarde9119         8.12                
Vardas91190         Pavarde91190        6.12                
Vardas91191         Pavarde91191        6.48                
Vardas91193         Pavarde91193        5.04                
Vardas91196         Pavarde91196        6                   
Vardas91197         Pavarde91197        5.76                
Vardas91198         Pavarde91198        8.52                
Vardas91199         Pavarde91199        7.16                
Vardas9120          Pavarde9120         7.48                
Vardas91202         Pavarde91202        6.24                
Vardas91204         Pavarde91204        6.36                
Vardas91205         Pavarde91205        6.6                 
Vardas91207         Pavarde91207        7.24                
Vardas91208         Pavarde91208        5.72                
Vardas91209         Pavarde91209        5.84                
Vardas91210         Pavarde91210        5.12                
Vardas91212         Pavarde91212        7.56                
Vardas91213         Pavarde91213        7.44                
Vardas91214         Pavarde91214        6.96                
Vardas91215         Pavarde91215        5.8                 
Vardas91217         Pavarde91217        7.48                
Vardas91219         Pavarde91219        5.72                
Vardas9122          Pavarde9122         6.72                
Vardas91220         Pavarde91220        6.48                
Vardas91221         Pavarde91221        7.2                 
Vardas91223         Pavarde91223        6.28                
Vardas91224         Pavarde91224        7.32                
Vardas91225         Pavarde91225        7.6                 
Vardas9123          Pavarde9123         5.24                
Vardas91231         Pavarde91231        7.12                
Vardas91232         Pavarde91232        6.32                
Vardas91233         Pavarde91233        6.96                
Vardas91234         Pavarde91234        7.12                
Vardas91235         Pavarde91235        5.36                
Vardas91236         Pavarde91236        7.6                 
Vardas91237         Pavarde91237        6.72                
Vardas91238         Pavarde91238        5.12                
Vardas91240         Pavarde91240        7.4                 
Vardas91244         Pavarde91244        5.92                
Vardas91249         Pavarde91249        5.6                 
Vardas91250         Pavarde91250        5.88                
Vardas91251         Pavarde91251        5.08                
Vardas91254         Pavarde91254        5.52                
Vardas91255         Pavarde91255        6.64                
Vardas91256         Pavarde91256        6.76                
Vardas91259         Pavarde91259        5.8                 
Vardas9126          Pavarde9126         7.56                
Vardas91260         Pavarde91260        6.52                
Vardas91264         Pavarde91264        5.68                
Vardas91266         Pavarde91266        5.32                
Vardas9127          Pavarde9127         5.88                
Vardas91271         Pavarde91271        7.64                
Vardas91272         Pavarde91272        7.12                
Vardas91273         Pavarde91273        5                   
Vardas91274         Pavarde91274        8.12                
Vardas9128          Pavarde9128         7.68                
Vardas91280         Pavarde91280        5.72                
Vardas91281         Pavarde91281        7.36                
Vardas91282         Pavarde91282        7.64                
Vardas91285         Pavarde91285        7.48                
