Vardas              Pavarde             Galutinis balas     
Vardas80266         Pavarde80266        1.88                
Vardas80267         Pavarde80267        1.92                
Vardas80269         Pavarde80269        4.56                
Vardas8027          Pavarde8027         2.36                
Vardas80270         Pavarde80270        3.32                
Vardas80271         Pavarde80271        3.36                
Vardas80273         Pavarde80273        2.44                
Vardas80274         Pavarde80274        1.32                
Vardas80276         Pavarde80276        4.4                 
Vardas80277         Pavarde80277        2.4                 
Vardas80278         Pavarde80278        4.52                
Vardas80279         Pavarde80279        3.08                
Vardas8028          Pavarde8028         3.84                
Vardas80284         Pavarde80284        3.24                
Vardas80286         Pavarde80286        2.12                
Vardas80287         Pavarde80287        3                   
Vardas80289         Pavarde80289        4.88                
Vardas8029          Pavarde8029         1.36                
Vardas80292         Pavarde80292        4.92                
Vardas80293         Pavarde80293        4.84                
Vardas80295         Pavarde80295        3.72                
Vardas80296         Pavarde80296        3.56                
Vardas8030          Pavarde8030         1.84                
Vardas80304         Pavarde80304        4.04                
Vardas80307         Pavarde80307        4.76                
Vardas80309         Pavarde80309        1.92                
Vardas8031          Pavarde8031         4.44                
Vardas80312         Pavarde80312        4.92                
Vardas80315         Pavarde80315        2.84                
Vardas80317         Pavarde80317        2.96                
Vardas8032          Pavarde8032         4.32                
Vardas80320         Pavarde80320        2.24                
Vardas80322         Pavarde80322        4.28                
Vardas80327         Pavarde80327        4.16                
Vardas80328         Pavarde80328        4.92                
Vardas80330         Pavarde80330        3.72                
Vardas80331         Pavarde80331        2.6                 
Vardas80334         Pavarde80334        3.6                 
Vardas80335         Pavarde80335        2.2                 
Vardas80337         Pavarde80337        2.16                
Vardas8034          Pavarde8034         2.28                
Vardas80340         Pavarde80340        3.64                
Vardas80342         Pavarde80342        3.96                
Vardas80343         Pavarde80343        4.8                 
Vardas80344         Pavarde80344        3.12                
Vardas80345         Pavarde80345        2.68                
Vardas80347         Pavarde80347        4.08                
Vardas80348         Pavarde80348        2                   
Vardas80349         Pavarde80349        2.96                
Vardas8035          Pavarde8035         4.88                
Vardas80350         Pavarde80350        1.76                
Vardas80351         Pavarde80351        2.08                
Vardas80352         Pavarde80352        2.84                
Vardas80353         Pavarde80353        3.36                
Vardas80354         Pavarde80354        2.04                
Vardas80355         Pavarde80355        1.56                
Vardas80356         Pavarde80356        2.44                
Vardas80359         Pavarde80359        4.04                
Vardas8036          Pavarde8036         3.52                
Vardas80363         Pavarde80363        2                   
Vardas80364         Pavarde80364        3                   
Vardas80366         Pavarde80366        3.44                
Vardas80369         Pavarde80369        4.64                
Vardas80371         Pavarde80371        3                   
Vardas80373         Pavarde80373        2.6                 
Vardas80376         Pavarde80376        1.92                
Vardas80377         Pavarde80377        2.2                 
Vardas80378         Pavarde80378        3.12                
Vardas8038          Pavarde8038         2.92                
Vardas80380         Pavarde80380        4.32                
Vardas80382         Pavarde80382        4.56                
Vardas80386         Pavarde80386        3.4                 
Vardas80387         Pavarde80387        1.84                
Vardas80389         Pavarde80389        1.76                
Vardas8039          Pavarde8039         2.84                
Vardas80390         Pavarde80390        3.04                
Vardas80392         Pavarde80392        3.48                
Vardas80393         Pavarde80393        3.56                
Vardas80394         Pavarde80394        4.24                
Vardas80395         Pavarde80395        2.88                
Vardas80396         Pavarde80396        4.72                
Vardas80397         Pavarde80397        4.24                
Vardas80399         Pavarde80399        4.4                 
Vardas804           Pavarde804          4.92                
Vardas8040          Pavarde8040         2.68                
Vardas80402         Pavarde80402        3.64                
Vardas80408         Pavarde80408        4.64                
Vardas8041          Pavarde8041         4.12                
Vardas80411         Pavarde80411        3.28                
Vardas80412         Pavarde80412        4.48                
Vardas80414         Pavarde80414        1.96                
Vardas80416         Pavarde80416        1.92                
Vardas80417         Pavarde80417        3.04                
Vardas80418         Pavarde80418        3.52                
Vardas80420         Pavarde80420        3.76                
Vardas80421         Pavarde80421        1.88                
Vardas80422         Pavarde80422        2.32                
Vardas80423         Pavarde80423        3.28                
Vardas80424         Pavarde80424        4.64                
Vardas80427         Pavarde80427        4.76                
Vardas80428         Pavarde80428        1.8                 
Vardas80429         Pavarde80429        1.24                
Vardas80431         Pavarde80431        2.84                
Vardas80434         Pavarde80434        3.44                
Vardas80435         Pavarde80435        4.72                
Vardas80436         Pavarde80436        3.04                
Vardas80437         Pavarde80437        4.76                
Vardas80440         Pavarde80440        1.4                 
Vardas80441         Pavarde80441        2.84                
Vardas80442         Pavarde80442        4.24                
Vardas80443         Pavarde80443        4.28                
Vardas80444         Pavarde80444        1.84                
Vardas80447         Pavarde80447        4.2                 
Vardas80448         Pavarde80448        4.6                 
Vardas80449         Pavarde80449        2.68                
Vardas8045          Pavarde8045         3.72                
Vardas80451         Pavarde80451        2.76                
Vardas80454         Pavarde80454        3.68                
Vardas80455         Pavarde80455        2.56                
Vardas80457         Pavarde80457        3.72                
Vardas80458         Pavarde80458        1.96                
Vardas80460         Pavarde80460        2.76                
Vardas80462         Pavarde80462        3.76                
Vardas80464         Pavarde80464        4.4                 
Vardas80465         Pavarde80465        2.92                
Vardas80467         Pavarde80467        2.72                
Vardas80468         Pavarde80468        4.24                
Vardas80469         Pavarde80469        3.96                
Vardas8047          Pavarde8047         3.64                
Vardas80470         Pavarde80470        4.68                
Vardas80472         Pavarde80472        3.68                
Vardas80473         Pavarde80473        2.6                 
Vardas80474         Pavarde80474        3.56                
Vardas80477         Pavarde80477        1.72                
Vardas80481         Pavarde80481        3.36                
Vardas80482         Pavarde80482        4.92                
Vardas80486         Pavarde80486        2.2                 
Vardas80489         Pavarde80489        4.88                
Vardas8049          Pavarde8049         2.2                 
Vardas80491         Pavarde80491        2.32                
Vardas80493         Pavarde80493        4.64                
Vardas80495         Pavarde80495        2.72                
Vardas80496         Pavarde80496        2.44                
Vardas80497         Pavarde80497        4.76                
Vardas80498         Pavarde80498        2.76                
Vardas805           Pavarde805          2.64                
Vardas80505         Pavarde80505        4.6                 
Vardas80509         Pavarde80509        1.24                
Vardas80516         Pavarde80516        4.64                
Vardas80517         Pavarde80517        3.52                
Vardas80523         Pavarde80523        3.64                
Vardas80525         Pavarde80525        3.96                
Vardas80526         Pavarde80526        2.2                 
Vardas80528         Pavarde80528        4.96                
Vardas80530         Pavarde80530        4.6                 
Vardas80532         Pavarde80532        4.32                
Vardas80533         Pavarde80533        2.48                
Vardas80535         Pavarde80535        2.44                
Vardas80536         Pavarde80536        2.84                
Vardas80541         Pavarde80541        3.84                
Vardas80542         Pavarde80542        2.24                
Vardas80546         Pavarde80546        4.24                
Vardas80547         Pavarde80547        3.36                
Vardas80548         Pavarde80548        4.44                
Vardas80550         Pavarde80550        2                   
Vardas80552         Pavarde80552        2.2                 
Vardas80555         Pavarde80555        4.12                
Vardas80558         Pavarde80558        3.36                
Vardas8056          Pavarde8056         2.44                
Vardas80560         Pavarde80560        1.92                
Vardas80562         Pavarde80562        4.76                
Vardas80564         Pavarde80564        1.68                
Vardas80565         Pavarde80565        3.2                 
Vardas80568         Pavarde80568        3.84                
Vardas80571         Pavarde80571        2.84                
Vardas80572         Pavarde80572        2.52                
Vardas80573         Pavarde80573        3.08                
Vardas80574         Pavarde80574        2.4                 
Vardas80576         Pavarde80576        3.64                
Vardas80578         Pavarde80578        1.92                
Vardas80580         Pavarde80580        4.04                
Vardas80582         Pavarde80582        2.92                
Vardas80584         Pavarde80584        4.6                 
Vardas80585         Pavarde80585        3.16                
Vardas80586         Pavarde80586        3.64                
Vardas80587         Pavarde80587        1.84                
Vardas80590         Pavarde80590        4                   
Vardas80591         Pavarde80591        4.36                
Vardas80593         Pavarde80593        2                   
Vardas80595         Pavarde80595        3.28                
Vardas8060          Pavarde8060         3.68                
Vardas80600         Pavarde80600        4.88                
Vardas80603         Pavarde80603        4.84                
Vardas80605         Pavarde80605        4.88                
Vardas80606         Pavarde80606        4.12                
Vardas80607         Pavarde80607        3.84                
Vardas80609         Pavarde80609        3.68                
Vardas80610         Pavarde80610        2.08                
Vardas80611         Pavarde80611        2.76                
Vardas80612         Pavarde80612        4.64                
Vardas80621         Pavarde80621        3.96                
Vardas80623         Pavarde80623        1.96                
Vardas80624         Pavarde80624        4.4                 
Vardas80627         Pavarde80627        2.12                
Vardas80628         Pavarde80628        4.44                
Vardas80630         Pavarde80630        2                   
Vardas80635         Pavarde80635        1.96                
Vardas80636         Pavarde80636        4.4                 
Vardas80637         Pavarde80637        4.28                
Vardas80639         Pavarde80639        4.68                
Vardas8064          Pavarde8064         3.6                 
Vardas80641         Pavarde80641        2.16                
Vardas80645         Pavarde80645        2.96                
Vardas80646         Pavarde80646        4.04                
Vardas80647         Pavarde80647        3.72                
Vardas80648         Pavarde80648        3.4                 
Vardas80656         Pavarde80656        2.76                
Vardas8066          Pavarde8066         4.68                
Vardas80660         Pavarde80660        3.32                
Vardas80662         Pavarde80662        3.48                
Vardas80663         Pavarde80663        3.88                
Vardas80666         Pavarde80666        3.76                
Vardas80667         Pavarde80667        2.08                
Vardas80668         Pavarde80668        3.36                
Vardas80669         Pavarde80669        4.4                 
Vardas8067          Pavarde8067         2.84                
Vardas80675         Pavarde80675        1.04                
Vardas80676         Pavarde80676        2.96                
Vardas80677         Pavarde80677        2.12                
Vardas80678         Pavarde80678        2.72                
Vardas80679         Pavarde80679        3.96                
Vardas8068          Pavarde8068         4.84                
Vardas80680         Pavarde80680        4.6                 
Vardas80682         Pavarde80682        2.84                
Vardas80683         Pavarde80683        4                   
Vardas80684         Pavarde80684        4.36                
Vardas80688         Pavarde80688        3.16                
Vardas80689         Pavarde80689        3.04                
Vardas80693         Pavarde80693        3.12                
Vardas80694         Pavarde80694        2.56                
Vardas80696         Pavarde80696        1.36                
Vardas80697         Pavarde80697        4.52                
Vardas80699         Pavarde80699        3.6                 
Vardas8070          Pavarde8070         2.32                
Vardas80700         Pavarde80700        3.88                
Vardas80705         Pavarde80705        3.72                
Vardas80706         Pavarde80706        2.28                
Vardas80709         Pavarde80709        1.48                
Vardas80710         Pavarde80710        2.2                 
Vardas80711         Pavarde80711        3.04                
Vardas80714         Pavarde80714        3.24                
Vardas80716         Pavarde80716        2                   
Vardas80717         Pavarde80717        4.64                
Vardas80722         Pavarde80722        2.24                
Vardas80725         Pavarde80725        1.52                
Vardas80727         Pavarde80727        2.72                
Vardas80728         Pavarde80728        1.96                
Vardas80730         Pavarde80730        3.96                
Vardas80732         Pavarde80732        4.2                 
Vardas80735         Pavarde80735        3.08                
Vardas80737         Pavarde80737        2.52                
Vardas80738         Pavarde80738        4.52                
Vardas80739         Pavarde80739        2.12                
Vardas8074          Pavarde8074         2.12                
Vardas80740         Pavarde80740        2.28                
Vardas80742         Pavarde80742        2.6                 
Vardas80743         Pavarde80743        4.04                
Vardas80745         Pavarde80745        4.72                
Vardas80749         Pavarde80749        3.08                
Vardas8075          Pavarde8075         2.84                
Vardas80750         Pavarde80750        4.44                
Vardas80752         Pavarde80752        2.84                
Vardas80755         Pavarde80755        2.88                
Vardas80757         Pavarde80757        1.64                
Vardas80759         Pavarde80759        2.44                
Vardas80761         Pavarde80761        2.48                
Vardas80766         Pavarde80766        3.52                
Vardas80767         Pavarde80767        4.04                
Vardas8077          Pavarde8077         3.4                 
Vardas80771         Pavarde80771        3.36                
Vardas80772         Pavarde80772        4.64                
Vardas80773         Pavarde80773        3.28                
Vardas80778         Pavarde80778        4.64                
Vardas8078          Pavarde8078         4.04                
Vardas80782         Pavarde80782        3.32                
Vardas80784         Pavarde80784        4.6                 
Vardas80785         Pavarde80785        4.76                
Vardas80786         Pavarde80786        2.16                
Vardas80787         Pavarde80787        2.96                
Vardas80788         Pavarde80788        4.4                 
Vardas80789         Pavarde80789        2.68                
Vardas8079          Pavarde8079         3.16                
Vardas80790         Pavarde80790        4.64                
Vardas80793         Pavarde80793        3.32                
Vardas80794         Pavarde80794        3.88                
Vardas80795         Pavarde80795        2.76                
Vardas80798         Pavarde80798        1.96                
Vardas80799         Pavarde80799        3.56                
Vardas8080          Pavarde8080         3.04                
Vardas80800         Pavarde80800        2.64                
Vardas80803         Pavarde80803        2.12                
Vardas80804         Pavarde80804        1.4                 
Vardas80805         Pavarde80805        3.88                
Vardas80807         Pavarde80807        3.8                 
Vardas8081          Pavarde8081         2.16                
Vardas80810         Pavarde80810        3.8                 
Vardas80813         Pavarde80813        1.68                
Vardas80815         Pavarde80815        2.36                
Vardas80816         Pavarde80816        2.36                
Vardas80821         Pavarde80821        4.48                
Vardas80823         Pavarde80823        4.44                
Vardas80824         Pavarde80824        2.08                
Vardas80825         Pavarde80825        4.28                
Vardas80827         Pavarde80827        4.2                 
Vardas8083          Pavarde8083         4.88                
Vardas80833         Pavarde80833        4.2                 
Vardas80837         Pavarde80837        2.8                 
Vardas80838         Pavarde80838        3.04                
Vardas8084          Pavarde8084         2.8                 
Vardas80840         Pavarde80840        2.04                
Vardas80845         Pavarde80845        2.36                
Vardas80847         Pavarde80847        4.08                
Vardas8085          Pavarde8085         3.12                
Vardas80850         Pavarde80850        3                   
Vardas80853         Pavarde80853        1.96                
Vardas80858         Pavarde80858        2.92                
Vardas80860         Pavarde80860        4.48                
Vardas80861         Pavarde80861        2.48                
Vardas80866         Pavarde80866        2.6                 
Vardas80867         Pavarde80867        4.2                 
Vardas8087          Pavarde8087         3.88                
Vardas80870         Pavarde80870        3.96                
Vardas80871         Pavarde80871        3.32                
Vardas80872         Pavarde80872        4.44                
Vardas80873         Pavarde80873        4.76                
Vardas80874         Pavarde80874        1.92                
Vardas80876         Pavarde80876        2.28                
Vardas8088          Pavarde8088         4.44                
Vardas80880         Pavarde80880        4.08                
Vardas80881         Pavarde80881        1.8                 
Vardas80885         Pavarde80885        2.96                
Vardas80886         Pavarde80886        4.36                
Vardas8089          Pavarde8089         4.96                
Vardas80891         Pavarde80891        4.92                
Vardas80897         Pavarde80897        1.88                
Vardas80898         Pavarde80898        2.56                
Vardas80899         Pavarde80899        4.6                 
Vardas80901         Pavarde80901        3.48                
Vardas80902         Pavarde80902        2.6                 
Vardas80904         Pavarde80904        2.68                
Vardas80907         Pavarde80907        3.52                
Vardas80909         Pavarde80909        4.68                
Vardas80911         Pavarde80911        4.76                
Vardas80913         Pavarde80913        3.8                 
Vardas80914         Pavarde80914        2.68                
Vardas80916         Pavarde80916        2.56                
Vardas80917         Pavarde80917        3.04                
Vardas80918         Pavarde80918        3.32                
Vardas80919         Pavarde80919        2.72                
Vardas8092          Pavarde8092         3.52                
Vardas80921         Pavarde80921        3.24                
Vardas80924         Pavarde80924        1.96                
Vardas80926         Pavarde80926        4.16                
Vardas80927         Pavarde80927        4.4                 
Vardas80928         Pavarde80928        1.92                
Vardas80929         Pavarde80929        2.08                
Vardas80932         Pavarde80932        3.36                
Vardas80935         Pavarde80935        4.72                
Vardas80936         Pavarde80936        3                   
Vardas80941         Pavarde80941        1.16                
Vardas80942         Pavarde80942        4.56                
Vardas80944         Pavarde80944        2.36                
Vardas80946         Pavarde80946        2.04                
Vardas80948         Pavarde80948        1.52                
Vardas80949         Pavarde80949        4.72                
Vardas8095          Pavarde8095         4.36                
Vardas80951         Pavarde80951        2.52                
Vardas80955         Pavarde80955        4.08                
Vardas80956         Pavarde80956        3.16                
Vardas80958         Pavarde80958        4.8                 
Vardas80959         Pavarde80959        2.84                
Vardas8096          Pavarde8096         2                   
Vardas80960         Pavarde80960        2.28                
Vardas80962         Pavarde80962        1.48                
Vardas80963         Pavarde80963        2                   
Vardas80965         Pavarde80965        4.08                
Vardas80966         Pavarde80966        4.52                
Vardas80967         Pavarde80967        2.44                
Vardas80968         Pavarde80968        4.72                
Vardas8097          Pavarde8097         2.52                
Vardas80972         Pavarde80972        3.92                
Vardas80974         Pavarde80974        4.04                
Vardas80976         Pavarde80976        2.24                
Vardas80977         Pavarde80977        4.36                
Vardas80978         Pavarde80978        2.36                
Vardas8098          Pavarde8098         2.24                
Vardas80983         Pavarde80983        2.92                
Vardas80985         Pavarde80985        3.32                
Vardas80986         Pavarde80986        3.24                
Vardas80989         Pavarde80989        3.84                
Vardas8099          Pavarde8099         1.56                
Vardas80993         Pavarde80993        4.48                
Vardas80994         Pavarde80994        1.84                
Vardas80995         Pavarde80995        3.08                
Vardas80996         Pavarde80996        4.4                 
Vardas80998         Pavarde80998        4.12                
Vardas810           Pavarde810          1.64                
Vardas81000         Pavarde81000        3.04                
Vardas81002         Pavarde81002        4.92                
Vardas81003         Pavarde81003        3.68                
Vardas81005         Pavarde81005        2.24                
Vardas81006         Pavarde81006        4.76                
Vardas81008         Pavarde81008        2.16                
Vardas81010         Pavarde81010        3.44                
Vardas81012         Pavarde81012        3.8                 
Vardas81014         Pavarde81014        4.72                
Vardas81015         Pavarde81015        2.8                 
Vardas81021         Pavarde81021        4.24                
Vardas81022         Pavarde81022        4.68                
Vardas81023         Pavarde81023        4.88                
Vardas81024         Pavarde81024        1.64                
Vardas81025         Pavarde81025        2.96                
Vardas81026         Pavarde81026        2.52                
Vardas81027         Pavarde81027        4.76                
Vardas81028         Pavarde81028        4.64                
Vardas81029         Pavarde81029        4.28                
Vardas81032         Pavarde81032        2.96                
Vardas81033         Pavarde81033        1.72                
Vardas81036         Pavarde81036        2.64                
Vardas81037         Pavarde81037        3.12                
Vardas81038         Pavarde81038        4.52                
Vardas81041         Pavarde81041        4.68                
Vardas81042         Pavarde81042        4                   
Vardas81043         Pavarde81043        4.52                
Vardas81046         Pavarde81046        1.68                
Vardas81047         Pavarde81047        2.88                
Vardas81048         Pavarde81048        4.08                
Vardas81049         Pavarde81049        3.08                
Vardas81053         Pavarde81053        4.8                 
Vardas81056         Pavarde81056        4.04                
Vardas81059         Pavarde81059        2.76                
Vardas8106          Pavarde8106         3.6                 
Vardas81061         Pavarde81061        4.76                
Vardas81062         Pavarde81062        3.32                
Vardas81063         Pavarde81063        3.88                
Vardas81064         Pavarde81064        4.68                
Vardas81067         Pavarde81067        3.4                 
Vardas81069         Pavarde81069        4.4                 
Vardas8107          Pavarde8107         4.76                
Vardas81070         Pavarde81070        4.36                
Vardas81077         Pavarde81077        4.12                
Vardas81079         Pavarde81079        2.36                
Vardas8108          Pavarde8108         4.32                
Vardas81083         Pavarde81083        3.24                
Vardas81086         Pavarde81086        4.6                 
Vardas81087         Pavarde81087        3.68                
Vardas81088         Pavarde81088        4.52                
Vardas81090         Pavarde81090        3.52                
Vardas81091         Pavarde81091        1.8                 
Vardas81093         Pavarde81093        4.24                
Vardas81094         Pavarde81094        4.64                
Vardas81098         Pavarde81098        4.8                 
Vardas811           Pavarde811          3.44                
Vardas81101         Pavarde81101        3.12                
Vardas81102         Pavarde81102        3.92                
Vardas81108         Pavarde81108        4.64                
Vardas81109         Pavarde81109        3.64                
Vardas8111          Pavarde8111         4.36                
Vardas81110         Pavarde81110        2.12                
Vardas81111         Pavarde81111        2.8                 
Vardas81113         Pavarde81113        4.76                
Vardas81117         Pavarde81117        4.6                 
Vardas81118         Pavarde81118        1.88                
Vardas8112          Pavarde8112         4.68                
Vardas81121         Pavarde81121        4.84                
Vardas81125         Pavarde81125        4.4                 
Vardas81126         Pavarde81126        3                   
Vardas81127         Pavarde81127        4.44                
Vardas81134         Pavarde81134        4.28                
Vardas81135         Pavarde81135        2.96                
Vardas81136         Pavarde81136        1.68                
Vardas81137         Pavarde81137        4.12                
Vardas81138         Pavarde81138        3.92                
Vardas8114          Pavarde8114         4.36                
Vardas81140         Pavarde81140        1.52                
Vardas81141         Pavarde81141        2.8                 
Vardas81142         Pavarde81142        4.48                
Vardas81143         Pavarde81143        3.08                
Vardas81145         Pavarde81145        3.84                
Vardas81146         Pavarde81146        4.92                
Vardas81148         Pavarde81148        2.44                
Vardas8115          Pavarde8115         4.68                
Vardas81150         Pavarde81150        4.64                
Vardas81151         Pavarde81151        4.68                
Vardas81152         Pavarde81152        3.32                
Vardas81154         Pavarde81154        3.68                
Vardas81156         Pavarde81156        1.36                
Vardas81158         Pavarde81158        2.64                
Vardas81159         Pavarde81159        4.36                
Vardas8116          Pavarde8116         3.32                
Vardas81160         Pavarde81160        3.04                
Vardas81161         Pavarde81161        1.88                
Vardas81164         Pavarde81164        2.12                
Vardas81167         Pavarde81167        3.44                
Vardas81168         Pavarde81168        2.16                
Vardas8117          Pavarde8117         2.2                 
Vardas81170         Pavarde81170        2.28                
Vardas81171         Pavarde81171        0.92                
Vardas81174         Pavarde81174        1.36                
Vardas81177         Pavarde81177        1.68                
Vardas81180         Pavarde81180        2.44                
Vardas81181         Pavarde81181        4.08                
Vardas81184         Pavarde81184        3.92                
Vardas81185         Pavarde81185        4.16                
Vardas81189         Pavarde81189        3.04                
Vardas8119          Pavarde8119         4.72                
Vardas81192         Pavarde81192        2.56                
Vardas81194         Pavarde81194        4.04                
Vardas81196         Pavarde81196        4.96                
Vardas81198         Pavarde81198        4.04                
Vardas812           Pavarde812          4.64                
Vardas81200         Pavarde81200        3.6                 
Vardas81201         Pavarde81201        4.28                
Vardas81205         Pavarde81205        1.76                
Vardas81207         Pavarde81207        3.88                
Vardas81208         Pavarde81208        3.84                
Vardas81209         Pavarde81209        4.16                
Vardas81210         Pavarde81210        2                   
Vardas81211         Pavarde81211        3.32                
Vardas81214         Pavarde81214        3.08                
Vardas81215         Pavarde81215        4.72                
Vardas81219         Pavarde81219        4                   
Vardas81225         Pavarde81225        2.72                
Vardas81226         Pavarde81226        3.56                
Vardas81227         Pavarde81227        3                   
Vardas81230         Pavarde81230        4.16                
Vardas81234         Pavarde81234        3.24                
Vardas81241         Pavarde81241        3.76                
Vardas81245         Pavarde81245        4.12                
Vardas81246         Pavarde81246        3.36                
Vardas81249         Pavarde81249        4.76                
Vardas81250         Pavarde81250        1.88                
Vardas81251         Pavarde81251        3.6                 
Vardas81253         Pavarde81253        2.4                 
Vardas81255         Pavarde81255        2.64                
Vardas81256         Pavarde81256        3.08                
Vardas81258         Pavarde81258        3.96                
Vardas81262         Pavarde81262        2.4                 
Vardas81263         Pavarde81263        3.6                 
Vardas81265         Pavarde81265        4.8                 
Vardas81270         Pavarde81270        2.88                
Vardas81272         Pavarde81272        3.44                
Vardas81273         Pavarde81273        2.52                
Vardas81274         Pavarde81274        3.92                
Vardas8128          Pavarde8128         2.52                
Vardas81281         Pavarde81281        4                   
Vardas81282         Pavarde81282        4.64                
Vardas81284         Pavarde81284        3.36                
Vardas81285         Pavarde81285        1.96                
Vardas81287         Pavarde81287        3.04                
Vardas81289         Pavarde81289        1.76                
Vardas81293         Pavarde81293        4.72                
Vardas81295         Pavarde81295        4.68                
Vardas81299         Pavarde81299        4.64                
Vardas813           Pavarde813          2.32                
Vardas81303         Pavarde81303        1.8                 
Vardas81304         Pavarde81304        4                   
Vardas81305         Pavarde81305        2.72                
Vardas81306         Pavarde81306        3.04                
Vardas81307         Pavarde81307        2.64                
Vardas81309         Pavarde81309        1.08                
Vardas8131          Pavarde8131         2.88                
Vardas81310         Pavarde81310        4.52                
Vardas81311         Pavarde81311        3.12                
Vardas81312         Pavarde81312        2.96                
Vardas81313         Pavarde81313        1.56                
Vardas81314         Pavarde81314        3.48                
Vardas81316         Pavarde81316        4.16                
Vardas81318         Pavarde81318        3.92                
Vardas8132          Pavarde8132         4.92                
Vardas81321         Pavarde81321        2.28                
Vardas81325         Pavarde81325        3.32                
Vardas8133          Pavarde8133         2.68                
Vardas81330         Pavarde81330        2.72                
Vardas81332         Pavarde81332        4.28                
Vardas81335         Pavarde81335        3.96                
Vardas81336         Pavarde81336        1.76                
Vardas81337         Pavarde81337        2.88                
Vardas8134          Pavarde8134         2                   
Vardas81341         Pavarde81341        4.24                
Vardas81342         Pavarde81342        4.64                
Vardas81351         Pavarde81351        4.08                
Vardas81352         Pavarde81352        4.28                
Vardas81353         Pavarde81353        4.56                
Vardas81357         Pavarde81357        4.44                
Vardas81358         Pavarde81358        4.28                
Vardas8136          Pavarde8136         2.92                
Vardas81361         Pavarde81361        3.44                
Vardas81362         Pavarde81362        4.52                
Vardas81367         Pavarde81367        3.08                
Vardas81368         Pavarde81368        2.28                
Vardas81369         Pavarde81369        2.32                
Vardas8137          Pavarde8137         3.12                
Vardas81371         Pavarde81371        2.44                
Vardas81373         Pavarde81373        4                   
Vardas81374         Pavarde81374        4.84                
Vardas81377         Pavarde81377        3.96                
Vardas81378         Pavarde81378        2.12                
Vardas81379         Pavarde81379        4.2                 
Vardas81383         Pavarde81383        4                   
Vardas81386         Pavarde81386        4.72                
Vardas8139          Pavarde8139         4.88                
Vardas81391         Pavarde81391        3.4                 
Vardas81392         Pavarde81392        3.84                
Vardas81394         Pavarde81394        2.52                
Vardas81395         Pavarde81395        4.84                
Vardas81397         Pavarde81397        4.08                
Vardas81399         Pavarde81399        4.4                 
Vardas8140          Pavarde8140         3.96                
Vardas81400         Pavarde81400        3.56                
Vardas81403         Pavarde81403        3.92                
Vardas81405         Pavarde81405        4.72                
Vardas81406         Pavarde81406        2.4                 
Vardas81407         Pavarde81407        3.64                
Vardas81408         Pavarde81408        4.92                
Vardas81409         Pavarde81409        2.04                
Vardas81416         Pavarde81416        3.48                
Vardas81417         Pavarde81417        4.4                 
Vardas81421         Pavarde81421        3.56                
Vardas81422         Pavarde81422        3.92                
Vardas81423         Pavarde81423        1.48                
Vardas81426         Pavarde81426        4.28                
Vardas81427         Pavarde81427        2.4                 
Vardas81428         Pavarde81428        2.04                
Vardas81429         Pavarde81429        2.24                
Vardas8143          Pavarde8143         2.4                 
Vardas81431         Pavarde81431        4.04                
Vardas81436         Pavarde81436        3.12                
Vardas81440         Pavarde81440        2.32                
Vardas81441         Pavarde81441        2.44                
Vardas81442         Pavarde81442        3.84                
Vardas81446         Pavarde81446        4.84                
Vardas81447         Pavarde81447        3.88                
Vardas81449         Pavarde81449        3.92                
Vardas8145          Pavarde8145         4.84                
Vardas81451         Pavarde81451        4.84                
Vardas81452         Pavarde81452        3.2                 
Vardas81453         Pavarde81453        4.12                
Vardas81455         Pavarde81455        3.4                 
Vardas81458         Pavarde81458        2.76                
Vardas81459         Pavarde81459        3.88                
Vardas81460         Pavarde81460        2.52                
Vardas81461         Pavarde81461        2.28                
Vardas81462         Pavarde81462        3.76                
Vardas81463         Pavarde81463        4.48                
Vardas81465         Pavarde81465        2.56                
Vardas81466         Pavarde81466        3.12                
Vardas81467         Pavarde81467        3.96                
Vardas81468         Pavarde81468        3.92                
Vardas81469         Pavarde81469        3.08                
Vardas81471         Pavarde81471        3.44                
Vardas81473         Pavarde81473        3.88                
Vardas81478         Pavarde81478        2.48                
Vardas81479         Pavarde81479        1.92                
Vardas8148          Pavarde8148         3.56                
Vardas81480         Pavarde81480        3.16                
Vardas81483         Pavarde81483        4.4                 
Vardas81487         Pavarde81487        3.4                 
Vardas81489         Pavarde81489        4.72                
Vardas81490         Pavarde81490        4                   
Vardas81491         Pavarde81491        2.6                 
Vardas81492         Pavarde81492        4.84                
Vardas81493         Pavarde81493        1.88                
Vardas81494         Pavarde81494        4.32                
Vardas81497         Pavarde81497        3.44                
Vardas81498         Pavarde81498        3.16                
Vardas81499         Pavarde81499        2.84                
Vardas81501         Pavarde81501        2.72                
Vardas81502         Pavarde81502        2.48                
Vardas81505         Pavarde81505        4.12                
Vardas81506         Pavarde81506        3.92                
Vardas81508         Pavarde81508        3.52                
Vardas81509         Pavarde81509        2.84                
Vardas81510         Pavarde81510        1.92                
Vardas81511         Pavarde81511        4.12                
Vardas81512         Pavarde81512        3                   
Vardas81513         Pavarde81513        2.52                
Vardas81515         Pavarde81515        4.8                 
Vardas81516         Pavarde81516        3.2                 
Vardas81517         Pavarde81517        3.16                
Vardas81518         Pavarde81518        1.44                
Vardas81520         Pavarde81520        4.68                
Vardas81521         Pavarde81521        3.64                
Vardas81523         Pavarde81523        3.4                 
Vardas81524         Pavarde81524        4.28                
Vardas81525         Pavarde81525        2.76                
